name,address,gps_lat,gps_lng,town_name,type
"Le ballon","Le Ballon",48.0236678586756,-1.39939148093098,Piré-Sur-Seiche,"Aire de covoiturage"
"Aire de covoiturage Gare du Lac","58 Avenue de Waltenhofen. 29860 Plabennec",48.49801446,-4.430842377,Plabennec,"Aire de covoiturage"
"Aire de covoiturage L'Arguenon","RD 768",48.52557987,-2.228547235,Plancoët,"Aire de covoiturage"
"Aire de covoiturage de Le Croazo","Etang Du Boler. Le Croiseau. 56420 Plaudren",47.778011,-2.685105,Plaudren,"Aire de covoiturage"
"Aire de covoiturage La Croix denis","échangeur de la Croix Denis RD 700-RD10",48.46110837,-2.781909681,Pledran,"Aire de covoiturage"
"Les Korrigans","Rue des Korrigans",48.006613918179795,-2.089015602683655,Plélan-Le-Grand,"Aire de covoiturage"
"Aire multimodale de Plélan-le-Grand","Rue des Korrigans",48.0065066650909,-2.089132793124,Plélan-Le-Grand,"Aire de covoiturage"
Tregu,Tregu,48.0036080784291,-2.08493329878114,Plélan-Le-Grand,"Aire de covoiturage"
"Aire de covoiturage Les Vallées","Giratoire sud de l'échangeur des Vallées RN 12 - RD 792",48.37505553,-2.359683391,Plénée-Jugon,"Aire de covoiturage"
"Aire de covoiturage Les Mimosas","Rue des Mimosas",48.54361598,-2.769916279,Plérin,"Aire de covoiturage"
"La Grignardais","Echangeur de la Grignardais RN176/RD766",48.5219328338633,-2.04078443071613,Pleslin-Trigavou,"Aire de covoiturage"
Pleugueneuc,"Echangeur D137",48.406461084601,-1.90637866673174,Pleugueneuc,"Aire de covoiturage"
"Le Plessix blanc","Le Plessix blanc",48.174925033869,-1.92140337176171,Pleumeleuc,"Aire de covoiturage"
"Aire de covoiturage Penhoat Salaun","ZAC de Penhoat Salaun. Pole Commercial Quai 29. 29170 Pleuven",47.90150893,-4.027307333,Pleuven,"Aire de covoiturage"
"Aire de covoiturage de Groéz-Ven","3 Rue du Groez Ven. 56400 Ploemel",47.652358,-3.071279,Ploemel,"Aire de covoiturage"
"Aire de covoiturage de Corn Er Hoét","Corn er Hoét. 56400 Ploemel",47.666039,-3.041004,Ploemel,"Aire de covoiturage"
"Aire de covoiturage de Les deux Moulins","11 Impasse des Korrigans. 56880 Ploeren",47.658692,-2.860431,Ploeren,"Aire de covoiturage"
"Aire de covoiturage de Ronsouze","ZI de Camagnon. 56800 Ploérmel",47.919775,-2.383223,Ploërmel,"Aire de covoiturage"
"Aire de covoiturage Kérandoaré","17 Kerandoaré. 29710 Plogastel-Saint-Germain",47.99869516,-4.271148516,Plogastel-Saint-Germain,"Aire de covoiturage"
"Aire de covoiturage Kertédevant","échangeur de Kertédevant RD 7 - RN 12",48.52936003,-2.968602739,Plouagat,"Aire de covoiturage"
"Place du 19 Mars 1962","Rue François Letellier",48.2997451409182,-2.00705544325251,Plouasne,"Aire de covoiturage"
"Aire de covoiturage de Manério","9 Rue Paul Serusier. 56240 Plouay",47.909585,-3.332793,Plouay,"Aire de covoiturage"
"Aire de covoiturage de Kerfétan","Prateno. 56240 Plouay",47.90026,-3.306063,Plouay,"Aire de covoiturage"
"Aire de covoiturage de Kerauzern","Route de Kerauzern",48.663834,-3.444913,Ploubezre,"Aire de covoiturage"
"Aire de covoiturage Saint-Eloi","119 Le Rest. 29260 Ploudaniel",48.48290276,-4.289608112,Ploudaniel,"Aire de covoiturage"
"Aire de covoiturage Croas Ar Rod","D32. 29260 Ploudaniel",48.55942071,-4.309931516,Ploudaniel,"Aire de covoiturage"
"Aire de covoiturage Les Quatre Chemins","70 Les Quatre Chemins. 29650 Plouégat-Moysan",48.56735534,-3.605819376,Plouégat-Moysan,"Aire de covoiturage"
"La Chiennais","Echangeur de la Chiennais RN176/RD12",48.5359886238677,-2.01332826218556,Plouer-Sur-Rance,"Aire de covoiturage"
"Aire de covoiturage Keraudy","4 Rue de la Forge. 29217 Plougonvelin",48.34391896,-4.720745248,Plougonvelin,"Aire de covoiturage"
"Aire de covoiturage de Zone du Keneah","Zone commerciale du Kenyah Nord. Le Kenyah. Route de Mériadec. 56400 Plougoumelen",47.668401,-2.897153,Plougoumelen,"Aire de covoiturage"
"Aire de covoiturage La Ville Louis","Giratoire RN 134 - RD 764",48.23661464,-3.297438299,Plouguernevel,"Aire de covoiturage"
"Aire de covoiturage Gorréquéar","13 D26. 29830 Plouguin",48.52494474,-4.602263502,Plouguin,"Aire de covoiturage"
"Place Jean Guillou","2 Rue Jean Guillou. 29780 Plouhinec",48.01363072,-4.484518331,Plouhinec,Parking
"Aire de covoiturage de Manéguen","20 Maneguen. 56680 Plouhinec",47.706464,-3.220152,Plouhinec,"Aire de covoiturage"
"Aire de covoiturage Lan Kerdilés","D64. 29610 Plouigneau",48.57640458,-3.715960142,Plouigneau,"Aire de covoiturage"
"Aire de covoiturage Kernilien","échangeur de Kernilien RD 767 - RN 12",48.56583954,-3.20665538,Plouisy,"Aire de covoiturage"
"Aire de covoiturage La Chesnaye","échangeur de La Chesnaye RN 12 - RD5",48.54897762,-3.149353026,Ploumagoar,"Aire de covoiturage"
"Aire de covoiturage de Ploumilliau","Giratoire de la Croix Rouge",48.700356,-3.522964,Ploumilliau,"Aire de covoiturage"
"Aire de covoiturage Beg Ar C'Hra","échangeur de Beg Ar C'hra RN 12 - RD 11",48.56252705,-3.498991816,Plounévez-Moëdec,"Aire de covoiturage"
"Aire de covoiturage Sainte-Catherine","1 Le Pont Neuf. 22340 Treffrin",48.29889905,-3.546483865,Plounévézel,"Aire de covoiturage"
"Aire de covoiturage Berven centre","place du champ de foire. 29440 Plouzévédé",48.605705,-4.11275,Plouzévédé,"Aire de covoiturage"
"Aire de covoiturage Ti Lipig","336 Kerbenhir. 29700 Pluguffan",47.9547808,-4.168375413,Pluguffan,"Aire de covoiturage"
"Aire de covoiturage de Mériadec","5 Rue Parfait Pobeguin. 56400 Plumergat",47.697269,-2.897984,Pluneret,"Aire de covoiturage"
"Aire de covoiturage de Ker Go Ho","64 Rue de Kersalé. 56400 Pluneret",47.66719,-2.955165,Pluneret,"Aire de covoiturage"
"La Massais","D777 - C6",48.0959211355256,-1.22735794174372,Pocé-Les-Bois,"Aire de covoiturage"
"Parking du Terrain de Foot","38 Rue des Tailleurs de Pierre",48.46570067,-1.263926777,Poilley,Parking
POLIGNE,"Rue de Rennes",47.8890792131391,-1.68709046317441,Poligne,"Aire de covoiturage"
"Aire de covoiturage de Ninijo Route de Quimperlé","16 Rue Chéteaubriand. 56620 Pont-Scorff",47.83366,-3.41245,Pont-Scorff,"Aire de covoiturage"
"Route de Lorient","2-4 Rue Kroez Forn. 56620 Pont-Scorff",47.829438,-3.404594,Pont-Scorff,"Aire de covoiturage"
"Parking E.Leclerc St Niel","85 Avenue de la Libération. 56300 Pontivy",48.069514,-2.945259,Pontivy,Supermarché
"Aire de covoiturage La Ville Auvray","RD788- ZA de la Ville Auvray",48.56116737,-2.81084774,Pordic,"Aire de covoiturage"
"Parking de la Côte Rouge","Côte Rouge 56290 Port Louis",47.70917,-3.3413,"Port Louis","Aire de covoiturage"
"Aire de covoiturage Foennec Veur","Foennec Veur. 29100 Pouldergat",48.03872684,-4.32923363,Pouldergat,"Aire de covoiturage"
"Rue de Saint-Brieuc","Rue de Saint-Brieuc",48.2508596049886,-2.14361754196861,Quédillac,"Aire de covoiturage"
"Aire de covoiturage de Bel Air","2 Avenue de Bel air. 56230 Questembert",47.684666,-2.449324,Questembert,"Aire de covoiturage"
"Aire de covoiturage de Le Petit Molac","D775. 56230 Questembert",47.681134,-2.424241,Questembert,"Aire de covoiturage"
"Parking Leroy Merlin","D765. 56530 Quéven",47.778951,-3.425165,Quéven,Supermarché
"Bel Air","Echangeur RN176/RD 766",48.4467500411557,-2.0924504890629,Quévert,"Aire de covoiturage"
"LES CHAMPS BLANCS","Echangeur RN176/RD 766",48.4461237764297,-2.09219299795097,Quévert,"Aire de covoiturage"
"LA LANDE SEGUIN","Echangeur RN176/RD766",48.447034705486,-2.09013306066279,Quévert,"Aire de covoiturage"
QUEVERT,"rue de violette",48.4623113968998,-2.06731094710314,Quévert,"Aire de covoiturage"
"Aire de covoiturage Park Poullic","1 D770. 29000 Quimper",48.03075507,-4.08346776,Quimper,"Aire de covoiturage"
"Aire de covoiturage Kernevez","279 Route de Douarnenez. 29000 Quimper",47.99975802,-4.147025891,Quimper,"Aire de covoiturage"
"Aire de covoiturage Troyalac'H","494 Route de Rosporden. 29000 Quimper",47.97957429,-4.015627955,Quimper,"Aire de covoiturage"
"Aire de covoiturage Kervidanou","1 Péle d'Act Kervidanou 3. 29300 Mellac",47.86830712,-3.584241427,Quimperlé,"Aire de covoiturage"
Paimbaudière,"Rond-Point Rannée",47.9230106721949,-1.25275514259802,Rannée,"Aire de covoiturage"
"Aire de covoiturage Le Croéziou","22 D62. 29300 Rédené",47.85058747,-3.465483954,Rédené,"Aire de covoiturage"
"Aire de covoiturage Kerfleury","Petit Kérozec. 29300 Rédené",47.84892196,-3.5093068,Rédené,"Aire de covoiturage"
"Point Stop","Chemin de Halage",47.663149718757,-2.09981583277041,Redon,"Aire de covoiturage"
"Point de dépose Surcouf Maillardais","quai Surcouf rue de la Maillardais",47.6486636652055,-2.08772631487871,Redon,"Aire de covoiturage"
"La Brandais","La Brandais",48.1542888495786,-1.62572337303651,Rennes,"Aire de covoiturage"
"Retiers Echangeur Sud","Le Houssais",47.8936483567868,-1.36999509703985,Retiers,"Aire de covoiturage"
"Aire de covoiturage Kerandréo","D4. 29340 Riec-sur-Bélon",47.8865826,-3.70053248,Riec-Sur-Bélon,"Aire de covoiturage"
"Le Chêne des Bouteilles","Croisement D20 x D775",47.6124810100911,-2.14849843469723,Rieux,"Aire de covoiturage"
"Le Pâtis Buret","Le Pâtis Buret",48.3020184081824,-1.35766633208634,Rives-Du-Couesnon,"Aire de covoiturage"
"Place du Chéteau","11 Rue de Kerentree. 56580 Rohan",48.067572,-2.753222,Rohan,"Aire de covoiturage"
"ZA des estuaires","ZA des estuaires",48.3422443323359,-1.2901130011969,Romagné,"Aire de covoiturage"
"PLACE DU MARCHE","PLACE DU MARCHE",48.6749929804221,-1.91419937973604,Saint-Coulomb,"Aire de covoiturage"
"Le Tertre Haut","Rue le Tertre haut",48.1164137319531,-1.36462170693727,Saint-Jean-Sur-Vilaine,"Aire de covoiturage"
L'Isle,"Rue de la Ville Jouet",48.2674432323746,-2.15696398349496,Saint-Jouan-De-L'isle,"Aire de covoiturage"
"Aire de covoiturage de Le Val D'Oust","D764. 56460 La Chapelle-Caro",47.853371,-2.421713,Saint-Abraham,"Aire de covoiturage"
"Parking de l'If",,48.3720837990995,-2.00753540694381,Saint-Andre-Des-Eaux,"Aire de covoiturage"
"Aire de covoiturage de Armel","7 Route du Bel air. 56450 Saint-Armel",47.565596,-2.714008,Saint-Armel,"Aire de covoiturage"
"Les Lacs","Gare des Lacs",48.1087032099211,-1.32097331590942,"Saint-Aubin Des Landes","Aire de covoiturage"
"Rue de Rennes","Rue de Rennes",48.2577998825314,-1.60556798366633,Saint-Aubin-D'aubigné,"Aire de covoiturage"
"La Mottais","ZA de la Mottais",48.2590837504216,-1.41356166719094,Saint-Aubin-Du-Cormier,"Aire de covoiturage"
"La Mottais","ZA de la Mottais",48.2590837504216,-1.41356166719094,Saint-Aubin-Du-Cormier,"Aire de covoiturage"
"Saint Christophe des Bois","Rue du Relais des forges",48.2278251933977,-1.24501513672047,Saint-Christophe-Des-Bois,"Aire de covoiturage"
"Aire du rocher","Echangeur D137",48.3652217538339,-1.87419933248589,Saint-Domineuc,"Aire de covoiturage"
"Aire de covoiturage de Lénunes","3 Rue de Ker Anna. 56400 Sainte-Anne-d'Auray",47.703913,-2.955411,Sainte-Anne-D'auray,"Aire de covoiturage"
"P.A du Guenet","Z.A la Lande des Guénet",47.6984567237394,-2.02116022305832,Sainte-Marie,"Aire de covoiturage"
"Aire de covoiturage Coat Conval","D785. 29600 Sainte-Séve",48.5522446,-3.879252377,Sainte-Séve,"Aire de covoiturage"
"Za Saint-Eustache",D3155,48.3997816,-1.312430289,Saint-Étienne-En-Coglès,Parking
"Le Clos Richard","Le Clos Richard",48.5643820090891,-1.53660990624367,Saint-Georges-De-Grehaigne,"Aire de covoiturage"
"Place de la Mairie","Place de la Mairie",48.5091785216463,-1.24341595995281,Saint-Georges-De-Reintembault,"Aire de covoiturage"
Fouaye,Fouaye,48.1527835022983,-1.80870133400004,Saint-Gilles,"Aire de covoiturage"
"Rue d'Ouessant","Rue d'Ouessant",48.1573243086521,-1.68842967730149,Saint-Grégoire,"Aire de covoiturage"
"Parking Pierre Glet","36 Rue de la Fontaine Froide. 56350 Saint-Jean-la-Poterie",47.637373,-2.134009,Saint-Jean-La-Poterie,Parking
"Rue de St Goustan","Korrigans. 56370 Sarzeau",47.512268,-2.804453,Saint-Jean-La-Poterie,"Aire de covoiturage"
"Aire de covoiturage Kergoét","Entrée Station Galivel",48.27282354,-2.188097311,Saint-Jouan-De-L'isle,"Aire de covoiturage"
"Place des Grandes Eves","Rue de la Ville",48.3524636276836,-2.04532412561966,Saint-Juvat,"Aire de covoiturage"
GARE,,48.6460093875093,-2.00610140539623,Saint-Malo,"Aire de covoiturage"
"Rue Louis Pasteur","Rue Louis Pasteur",48.1890467495114,-2.17094666742155,Saint-Meen-Le-Grand,"Aire de covoiturage"
"Aire de covoiturage Le Ruellou","RD 790-RD5",48.30708847,-3.162659448,Saint-Nicolas-Du-Pélem,"Aire de covoiturage"
"Aire de covoiturage de Kerboulard","D775. 56250 Saint-Nolff",47.695577,-2.633671,Saint-Nolff,"Aire de covoiturage"
"Aire de covoiturage Tevenn Ar Reut","8 Rue de Theven Ar Reut. 29830 Saint-Pabu",48.56719854,-4.611350472,Saint-Pabu,"Aire de covoiturage"
"Aire de covoiturage de Saint-Péran","Rue de la Mairie",48.052762758114,-2.05848088232042,Saint-Péran,"Aire de covoiturage"
"Le Fort Saint-Père","Echangeur de Châteauneuf d'Ille-et-Vilaine",48.5653427535629,-1.92342833858651,Saint-Père-Marc-En-Poulet,"Aire de covoiturage"
"Saint-Père Centre","Rue Arthur Regnault",48.5880966276264,-1.92438708623697,Saint-Père-Marc-En-Poulet,"Aire de covoiturage"
"Parking Angle Avenue de Bretagne Et Rue Général de Gaulle","6564 Rue de la Batterie. 56510 Saint-Pierre-Quiberon",47.513983,-3.134753,Saint-Pierre-Quiberon,Parking
"Aire de covoiturage Ti Raden","Ty Raden. 29590 Saint-Ségal",48.2249265,-4.076218395,Saint-Ségal,"Aire de covoiturage"
"Le Petit Rocher","Echangeur D137",48.2861508992112,-1.80159382527405,Saint-Symphorien,"Aire de covoiturage"
"Aire de covoiturage Saint-Thégonnec","D118. 29410 Saint-Thégonnec",48.52725679,-3.940298016,"Saint-Thégonnec Loc-Eguiner","Aire de covoiturage"
Cossinade,Cossinade,48.0453020051789,-1.9279816304331,Saint-Thurial,"Aire de covoiturage"
"Place de L'Eglise","15 Place de l'église. 29800 Saint-Urbain",48.39985286,-4.228609424,Saint-Urbain,Parking
"Parking Salle Polyvalente","7 Rue André Fleury. 56350 Saint-Vincent-sur-Oust",47.699631,-2.147792,Saint-Vincent-Sur-Oust,Parking
"Aire de covoiturage de Saint Colombier","St-Colombier Embranchement RD 780. 56370 Sarzeau",47.546912,-2.720736,Sarzeau,"Aire de covoiturage"
"Aire de covoiturage Sens-De-Bretagne","Stade Emile Logeais",48.33123115,-1.527401756,Sens-De-Bretagne,"Aire de covoiturage"
"Croix Couverte","Rue Philippe de Volvire",48.3311404465509,-1.52762191380769,Sens-De-Bretagne,"Aire de covoiturage"
"Aire de covoiturage de Le Gros Chéne","D10. 56460 Sérent",47.819795,-2.435421,Serent,"Aire de covoiturage"
Gare,"Halte SNCF",48.1117743941165,-1.4654497106746,Servon-Sur-Vilaine,"Aire de covoiturage"
"Aire de covoiturage Ar Golenn","40 Rue de Cornouaille. 29450 Sizun",48.39989711,-4.079011517,Sizun,"Aire de covoiturage"
DOMBRIAND,"Echangeur RN176/RD156",48.4812809675591,-2.04222717172548,Taden,"Aire de covoiturage"
"LA MERELLE","Intersection RN176",48.4695860339065,-2.06053693020587,Taden,"Aire de covoiturage"
"Debussy - Chardonnay","Place Debussy-Chadonnay",47.806637088671,-1.53937933250262,Teillay,"Aire de covoiturage"
"Aire de covoiturage de Croix Lann","La Croix de la Lande. 56450 Theix",47.613627,-2.614355,Theix-Noyalo,"Aire de covoiturage"
"Aire de covoiturage de Theix Rond Point de Since","Since. 56450 Theix",47.636281,-2.681642,Theix-Noyalo,"Aire de covoiturage"
"Porte de Tizé","Porte de Tizé - rocade Est",48.1407829144053,-1.57978266609838,Thorigné-Fouillard,"Aire de covoiturage"
"Rue de la Libération","Place Pierre et Marie Curie",47.8534317542724,-1.47938466661554,Thourie,"Aire de covoiturage"
"Les Vairies","Echangeur D137 / route de Saint-Thual",48.3246904140841,-1.85252366550939,Tinténiac,"Aire de covoiturage"
Montigné,"Echangeur Montigné",48.0741724162472,-1.27117300600675,Torcé,"Aire de covoiturage"
"Aire de covoiturage Croix de L'Epine","RN12 - RD44",48.3923125,-2.395596168,Tramain,"Aire de covoiturage"
"Aire de covoiturage de Trebeurden","Giratoire route de Lan ar Cleis / Route de Lannion",48.767037,-3.551272,Trébeurden,"Aire de covoiturage"
"Parc activités La Gare",,48.0292110578874,-2.0132269000696,Treffendel,"Aire de covoiturage"
"Les Faluns","Route de Pluasne",48.3379180532882,-2.02521404230652,Treffumel,"Aire de covoiturage"
"Aire de covoiturage La Crarée","échangeur de la Crarée RD 10 - RD 27 - RD 222",48.47715316,-2.750257156,Trégueux,"Aire de covoiturage"
"Aire de Rance-Frémur","Giratoire D266/D118",48.5663382436583,-2.05988842858108,Tréméreuc,"Aire de covoiturage"
"Aire de covoiturage L'Aéroport","RN12 - RD 706",48.53073919,-2.859697266,Trémuson,"Aire de covoiturage"
"Aire de covoiturage de Trimer","Le Bourg",48.3407432108368,-1.89299452427182,Trimer,"Aire de covoiturage"
"Aire de covoiturage Berlouze","Giratoire de Berlouze RD 35 - RD 700",48.28744844,-2.826654417,Uzel,"Aire de covoiturage"
"Aire de covoiturage de Atlanville","2 Rue Aristide Boucicaut. 56000 Vannes",47.670669,-2.789974,Vannes,"Aire de covoiturage"
"Rond Point des 3 Rois","21 Rue de Kerbiquette. 56000 Vannes",47.686177,-2.769405,Vannes,"Aire de covoiturage"
Vergéal,"Rue de la Mairie",48.0362102583358,-1.26399729323663,Vergéal,"Aire de covoiturage"
"Les Orgeries","Les Orgeries",48.044337937779,-1.60558191626882,Vern-Sur-Seiche,"Aire de covoiturage"
"Le Bas Champ","Le Bas Champ",48.2509743532731,-1.77293423227139,Vignoc,"Aire de covoiturage"
"Aire de covoiturage Les Broussettes","échangeur RN 176 - RD 776",48.43858255,-2.144430388,Vildé-Guingalan,"Aire de covoiturage"
"Place Vincent Van Gogh","Place Vincent Van Gogh",48.4605459039419,-1.22080977457693,Villamée,"Aire de covoiturage"
"Parc d'activités La Baratière","PA La Baratière",48.1094985026484,-1.21606233176827,Vitré,"Aire de covoiturage"
